"UrbanRural","NewExist","Term","NoEmp","GrAppv","SBA_Appv","DisbursementGross","Default"
1,1,84,1,10000,5000,10000,FALSE
0,1,240,14,80000,80000,80000,FALSE
1,2,84,3,100000,85000,100000,FALSE
2,1,84,4,35000,17500,53000,FALSE
1,1,60,8,44900,40410,44900,FALSE
1,1,49,4,4000,2000,12242,TRUE
1,1,84,3,25000,12500,25000,FALSE
0,2,57,2,10000,9000,10000,TRUE
1,2,93,1,302300,226725,302300,TRUE
0,2,63,4,45000,36000,45000,FALSE
1,1,84,4,50000,25000,80000,FALSE
1,1,120,3,325000,243750,325000,FALSE
2,1,84,11,350000,175000,571144,FALSE
1,2,60,2,100000,50000,100000,FALSE
2,2,84,2,25600,21760,25600,FALSE
0,2,244,8,301712,256455,293778,FALSE
1,1,84,2,30000,15000,39109,FALSE
0,1,84,5,175700,133532,173899,FALSE
1,1,240,50,620000,620000,620000,FALSE
1,1,56,2,15000,7500,22020,TRUE
1,2,120,3,305000,228750,165000,FALSE
1,1,84,3,30000,15000,77083,FALSE
0,2,36,1,96000,76800,96000,FALSE
0,1,84,50,235000,190350,235000,FALSE
1,1,84,3,20000,10000,39291,FALSE
0,1,72,83,400000,330000,400000,FALSE
0,1,36,15,50000,25000,50000,FALSE
1,1,43,3,30000,15000,59823,TRUE
1,1,36,3,150000,75000,314250,FALSE
1,1,84,2,8000,4000,22556,FALSE
2,1,120,11,425000,318750,425000,FALSE
0,1,12,18,50000,25000,50000,FALSE
0,1,60,5,12000,10800,12000,FALSE
1,1,8,3,50000,25000,165850,TRUE
1,1,60,1,40500,32400,40500,FALSE
1,1,24,13,100000,50000,100000,FALSE
1,1,60,1,75000,63750,75000,FALSE
2,1,240,18,795000,795000,795000,FALSE
1,1,36,6,80000,40000,80000,FALSE
0,2,84,3,57000,51300,57000,FALSE
1,1,60,1,10000,5000,10000,FALSE
2,2,60,4,50000,25000,50000,FALSE
1,1,120,14,960000,720000,900000,FALSE
1,1,60,2,95000,47500,95000,FALSE
0,2,67,10,120000,108000,120000,FALSE
1,1,84,3,30000,15000,59413,FALSE
0,1,84,17,555000,416250,539000,FALSE
1,2,60,3,85000,42500,85000,FALSE
1,1,240,42,88000,44000,88000,FALSE
2,2,90,1,150000,127500,150000,FALSE
0,2,180,7,100000,90000,100000,FALSE
1,1,24,4,10000,5000,10000,FALSE
1,1,42,2,25000,12500,25000,FALSE
0,1,300,6,675000,506250,669000,FALSE
0,1,90,41,840000,697200,840000,TRUE
0,1,60,5,135000,121500,135000,FALSE
1,1,63,1,10000,5000,10000,TRUE
1,1,84,10,100000,50000,199908,FALSE
1,1,240,18,478000,478000,478000,FALSE
2,2,240,30,240000,240000,239000,FALSE
1,1,107,10,550000,412500,550000,TRUE
0,2,272,10,300000,210000,300000,TRUE
0,1,84,28,1200000,750000,1200000,FALSE
1,1,84,24,50000,25000,61159,FALSE
1,1,120,2,218000,196200,218000,FALSE
2,1,33,1,13500,6750,33208,TRUE
1,1,12,14,3000000,2250000,4829473,FALSE
2,2,240,1,348000,348000,304000,FALSE
1,2,84,2,20000,17000,20000,FALSE
0,1,300,12,350000,262500,350000,FALSE
2,1,240,15,217000,217000,212000,FALSE
1,1,84,1,10000,5000,10000,FALSE
2,2,240,16,620000,620000,620000,FALSE
0,2,84,5,100000,90000,100000,FALSE
0,1,300,8,250000,212500,250000,FALSE
0,2,180,1,50000,40000,50000,FALSE
1,2,140,3,55000,46750,55000,FALSE
0,1,120,3,80000,64000,80000,FALSE
0,1,240,1,225000,168750,225000,FALSE
1,1,17,12,100000,50000,100000,TRUE
1,1,47,1,50000,25000,93000,TRUE
0,1,120,3,58700,44025,58700,FALSE
0,1,240,4,26000,26000,26000,FALSE
1,1,84,3,10000,5000,10000,FALSE
0,2,60,2,20000,16000,20000,FALSE
0,1,84,4,35000,31500,35000,FALSE
1,2,62,13,1233000,924750,1233000,TRUE
0,1,48,12,50000,25000,50000,FALSE
0,2,120,11,412000,412000,412000,FALSE
0,1,84,2,43500,36410,43500,FALSE
0,1,48,8,30000,27000,30000,FALSE
0,1,84,2,25000,20000,25000,FALSE
1,1,120,2,80000,68000,80000,FALSE
2,1,60,22,50000,42500,50000,FALSE
0,2,240,1,200000,170000,200000,FALSE
2,1,12,2,5100,2550,5839,FALSE
1,2,55,3,20000,10000,39938,TRUE
1,1,72,3,50000,25000,50000,FALSE
1,1,240,16,441000,441000,441000,FALSE
1,1,84,3,35000,17500,35000,FALSE
1,1,84,0,15000,7500,37500,FALSE
1,2,84,1,119000,59500,119000,FALSE
1,1,84,10,50000,25000,101787,FALSE
2,2,120,2,150000,127500,150000,FALSE
1,2,240,10,1298000,1298000,1296000,FALSE
0,2,120,1,55000,44000,55000,FALSE
0,1,84,2,50000,45000,50000,FALSE
0,1,84,5,125000,112500,125000,FALSE
1,1,2,3,37000,18500,37000,FALSE
1,1,60,13,70000,35000,70000,FALSE
1,2,84,1,10000,5000,10703,FALSE
0,2,84,4,320000,240000,320000,FALSE
0,2,60,2,19106,15285,19106,FALSE
2,2,128,1,50000,42500,50000,FALSE
0,1,84,7,50000,40000,50000,FALSE
1,1,24,0,15000,7500,15000,FALSE
1,1,60,50,150000,127500,150000,FALSE
0,1,90,31,77500,65875,77500,FALSE
1,1,84,5,70000,59500,70000,FALSE
1,1,84,1,10000,5000,10000,FALSE
1,1,59,1,25000,12500,82791,TRUE
2,2,240,11,219000,219000,219000,FALSE
1,2,84,6,10000,5000,16000,FALSE
1,1,36,2,25000,12500,25000,FALSE
1,1,240,6,1136000,1136000,1136000,FALSE
1,1,84,30,235000,176250,235000,FALSE
0,1,120,105,100000,80000,100000,FALSE
0,1,300,23,330000,231000,330000,FALSE
0,1,240,10,149000,149000,149000,FALSE
1,1,84,3,25000,12500,62500,FALSE
1,1,85,7,108000,54000,108000,TRUE
1,1,48,3,6000,3000,6000,FALSE
1,1,128,250,1500000,750000,1500000,TRUE
1,1,240,51,1300000,749996,1300000,FALSE
0,2,60,3,15000,12000,15000,FALSE
1,1,60,2,15000,7500,25000,FALSE
1,2,300,1,3114000,2335500,3114000,FALSE
0,1,60,20,41000,20500,41000,FALSE
1,1,60,1,30422,15211,30422,FALSE
1,1,48,2,40000,20000,62943,FALSE
2,1,70,3,35000,17500,49000,TRUE
0,1,84,1,25000,20000,25000,FALSE
1,2,84,1,60000,30000,65000,FALSE
1,2,52,5,100000,80000,100000,TRUE
2,1,120,3,150000,112500,150000,FALSE
0,1,300,2,106300,79725,106300,FALSE
1,2,60,1,35000,17500,84674,FALSE
0,1,120,31,300000,210000,300000,FALSE
1,1,84,12,100000,50000,100000,FALSE
1,2,84,2,50000,25000,54822,FALSE
1,1,83,4,45000,22500,138090,FALSE
0,1,120,4,111700,91594,111299,FALSE
1,1,84,7,50000,25000,80000,FALSE
0,2,84,6,35000,28000,35000,FALSE
1,1,59,3,100000,50000,123171,FALSE
1,1,84,160,433000,389700,433000,FALSE
0,2,120,1,50000,40000,50000,FALSE
1,1,84,7,50000,25000,50000,FALSE
0,1,240,12,750000,750000,750000,FALSE
2,1,60,3,40700,20350,40700,FALSE
0,1,84,25,79500,66780,79500,FALSE
1,2,72,1,63500,53975,63500,FALSE
1,2,84,2,169600,127200,169600,FALSE
0,1,120,6,100000,90000,100000,FALSE
1,2,55,4,428383,321287,428383,TRUE
1,1,84,20,112000,84000,103434,FALSE
1,1,120,8,406000,304500,406000,FALSE
1,1,84,20,50000,25000,140359,FALSE
1,2,7,6,10000,5000,19000,TRUE
1,1,17,3,50000,25000,50000,TRUE
1,2,84,11,309000,231750,303423,FALSE
0,2,84,5,42000,37800,42000,FALSE
2,1,120,3,150000,127500,150000,FALSE
1,1,96,14,662400,496800,643700,FALSE
0,2,117,3,54800,43840,54800,FALSE
0,1,300,15,315000,236250,315000,FALSE
1,2,288,2,1999800,1499850,1999800,FALSE
1,2,240,14,106000,106000,106000,FALSE
1,1,264,4,290000,217500,290000,FALSE
0,1,84,35,50000,40000,50000,FALSE
1,2,59,1,50000,25000,76456,TRUE
1,1,240,7,114000,114000,79000,FALSE
1,1,29,38,200000,150000,200000,TRUE
1,1,35,25,150000,75000,165101,FALSE
1,1,72,3,300000,225000,300000,TRUE
0,1,26,3,350000,305900,350000,TRUE
0,1,84,9,20000,16000,20000,FALSE
0,1,96,12,100000,90000,100000,FALSE
1,2,84,2,25000,12500,29864,FALSE
2,1,205,8,137000,116450,137000,TRUE
2,2,30,2,20000,10000,20000,TRUE
0,1,48,14,900000,747000,900000,FALSE
0,1,48,2,10000,9000,10000,FALSE
1,2,11,2,30000,15000,71891,TRUE
0,2,60,1,15000,13500,15000,FALSE
1,1,36,1,9500,4750,9500,FALSE
0,2,96,1,100000,80000,100000,FALSE
0,1,12,15,100000,50000,100000,FALSE
1,1,96,7,750000,675000,750000,FALSE
0,1,120,6,291000,218250,291000,FALSE
0,1,120,2,220000,187000,220000,FALSE
0,1,240,14,259000,259000,259000,FALSE
0,2,48,14,50000,25000,50000,FALSE
0,1,60,1,30000,27000,30000,FALSE
0,1,144,40,600000,450000,600000,FALSE
0,1,120,10,114600,103140,114600,FALSE
0,1,84,1,10000,8500,10000,FALSE
1,1,92,30,490000,367500,490000,TRUE
1,1,58,15,50000,25000,35000,FALSE
1,2,84,2,25000,12500,37375,FALSE
2,1,48,1,30000,15000,52165,FALSE
0,1,84,11,155800,124640,155800,FALSE
0,1,180,6,157500,118125,157500,FALSE
1,1,41,5,20000,17000,20000,TRUE
0,2,60,2,80000,64000,80000,FALSE
1,1,120,2,175000,157500,175000,FALSE
1,2,84,1,20000,10000,20000,FALSE
1,1,84,5,5000,2500,5000,FALSE
0,1,240,25,700000,525000,700000,FALSE
1,1,69,40,50000,25000,50000,TRUE
1,1,300,20,1000000,750000,1000000,FALSE
1,2,150,25,303000,227250,303000,FALSE
0,1,180,7,308000,231000,308000,FALSE
1,1,300,95,880000,475200,880000,FALSE
0,1,6,34,16800,14280,16800,TRUE
1,2,9,2,80000,40000,105000,FALSE
1,1,29,7,30000,15000,30000,TRUE
1,1,240,5,187000,187000,187000,FALSE
2,1,240,97,822000,616500,822000,FALSE
0,2,84,4,100000,80000,100000,FALSE
1,2,167,3,122000,103700,122000,FALSE
1,2,84,15,10000,5000,10000,FALSE
2,1,12,9,286800,215100,286800,FALSE
1,1,73,4,30000,15000,61005,FALSE
0,1,84,60,850000,680000,850000,FALSE
1,2,87,1,108000,91800,108000,FALSE
0,2,270,4,338600,287810,338600,FALSE
1,1,84,3,25000,12500,102380,FALSE
1,1,84,1,50000,25000,50000,FALSE
1,2,15,10,350000,175000,350000,FALSE
1,1,60,160,145000,72500,145000,FALSE
1,1,60,20,175000,157500,175000,FALSE
0,1,84,9,40000,32000,40000,FALSE
1,1,7,5,70000,35000,157428,TRUE
0,1,300,5,807500,646000,807500,FALSE
0,1,17,1,110000,82500,174203,FALSE
0,1,240,6,65000,52000,65000,FALSE
0,1,12,3,1000000,750000,1000000,FALSE
2,2,84,2,150000,75000,385119,FALSE
0,2,84,51,115800,86850,115800,FALSE
0,1,120,26,165000,136125,165000,FALSE
1,2,300,1,330000,297000,330000,FALSE
0,2,60,1,25000,20000,25000,FALSE
1,1,84,19,90000,76500,90000,FALSE
1,1,84,1,10000,5000,10000,FALSE
1,1,60,1,30000,15000,30000,FALSE
2,1,240,1,300000,225000,300000,FALSE
1,1,84,3,35000,17500,35000,FALSE
1,1,125,12,431600,323700,431600,FALSE
2,1,240,15,249000,249000,249000,FALSE
2,1,84,6,125000,106250,125000,FALSE
2,2,113,10,194400,145800,194400,TRUE
0,1,84,3,58500,52650,58500,FALSE
1,1,120,2,290000,217500,290000,FALSE
0,1,300,24,756000,604800,756000,FALSE
2,1,36,2,58800,49980,58800,FALSE
1,1,309,10,1159000,869250,1138000,FALSE
1,1,17,6,108000,91800,108000,TRUE
1,1,240,70,536000,536000,536000,FALSE
1,1,120,22,725000,543750,725000,FALSE
2,2,120,2,23500,18800,23500,FALSE
1,2,40,3,20000,10000,32066,TRUE
1,1,21,5,25000,12500,41015,TRUE
0,1,180,3,155000,116250,155000,FALSE
2,2,84,5,70000,59500,70000,FALSE
1,2,84,1,10000,5000,24610,FALSE
0,1,240,8,256000,204800,240000,FALSE
1,1,84,0,35000,17500,39065,FALSE
2,2,12,43,185000,138750,370152,FALSE
1,1,84,5,50000,25000,50000,FALSE
2,1,84,2,50000,25000,50000,FALSE
2,1,240,3,107000,107000,107000,FALSE
1,2,102,1,105900,90015,105900,FALSE
1,1,95,6,25000,12500,36597,FALSE
1,1,84,16,500000,375000,500000,FALSE
1,2,84,1,5000,4250,5000,FALSE
0,2,84,1,56000,44800,56000,FALSE
0,1,71,1,5000,4250,5000,TRUE
0,1,120,5,30000,24000,30000,FALSE
0,1,74,3,20000,10000,20000,FALSE
1,1,36,2,20000,10000,20000,FALSE
0,2,108,5,326000,244500,326000,FALSE
1,2,150,8,351000,263250,351000,FALSE
0,1,52,14,81750,73575,81750,TRUE
0,2,84,1,25000,22500,25000,FALSE
2,2,60,1,50000,25000,200331,FALSE
2,1,60,30,150000,127500,150000,FALSE
1,1,240,6,257000,257000,251000,FALSE
1,2,120,1,50000,42500,50000,FALSE
1,1,240,35,584000,584000,584000,FALSE
0,1,84,21,175000,140000,175000,FALSE
1,1,23,2,100000,75000,100000,TRUE
1,1,300,2,225000,168750,224937,FALSE
1,1,84,2,5000,2500,8582,FALSE
0,1,6,3,150000,118350,150000,FALSE
1,2,84,4,270000,202500,270000,FALSE
1,1,11,6,25000,12500,52679,TRUE
0,1,84,25,250000,206250,250000,FALSE
0,1,180,12,200000,150000,200000,FALSE
1,1,288,5,550000,412500,520000,FALSE
0,1,180,11,170000,170000,170000,FALSE
0,1,84,20,220000,176000,220000,FALSE
1,2,84,1,5000,2500,38859,FALSE
2,2,95,22,121000,60500,137007,FALSE
0,2,84,1,30000,24000,30000,FALSE
0,2,221,1,130000,117000,130000,FALSE
1,1,257,1,1000000,518112,900000,FALSE
0,1,6,5,119000,95200,119000,TRUE
1,1,60,7,32000,27200,32000,FALSE
0,2,216,2,150000,112500,150000,FALSE
1,1,84,2,10500,5250,10500,FALSE
1,1,69,150,1800000,1350000,1800000,FALSE
1,2,34,2,10000,8500,10000,FALSE
0,2,60,2,35000,17500,35000,FALSE
1,2,240,1,1000000,1000000,1000000,FALSE
2,1,84,30,10000,5000,10000,FALSE
1,1,84,2,200000,150000,95975,FALSE
2,1,126,30,500000,375000,500000,FALSE
1,1,12,2,150000,75000,150000,FALSE
0,1,84,5,10000,5000,10000,FALSE
2,1,66,5,25000,12500,49508,TRUE
1,2,12,6,95000,80750,95000,FALSE
1,1,84,45,255000,127500,255000,FALSE
1,1,84,3,35000,17500,170443,FALSE
1,1,54,50,150000,75000,205286,FALSE
2,1,120,2,25000,12500,103031,FALSE
0,1,119,13,100000,90000,100000,FALSE
0,2,120,2,155000,131750,155000,FALSE
2,1,54,3,25000,12500,72036,TRUE
1,1,47,1,20000,10000,35962,TRUE
1,2,84,0,25000,12500,25000,FALSE
1,1,300,20,680000,510000,680000,FALSE
2,1,84,10,170000,85000,186649,FALSE
0,1,60,2,330000,165000,322560,FALSE
1,1,84,32,50000,25000,50000,FALSE
2,1,120,25,150000,127500,150000,FALSE
0,2,240,2,133200,119880,133200,FALSE
1,1,6,3,50000,25000,34618,TRUE
0,2,33,1,150000,127500,150000,TRUE
1,1,84,1,100000,50000,190000,FALSE
1,2,84,1,10000,5000,10000,FALSE
1,2,60,4,20000,10000,20000,FALSE
2,1,60,3,50000,42500,50000,FALSE
1,1,60,0,25000,12500,25000,FALSE
0,2,60,2,25000,20000,25000,FALSE
2,2,84,1,5000,4250,5000,FALSE
1,1,300,3,997500,748125,968800,FALSE
0,1,180,7,85679,38556,85679,FALSE
0,1,51,5,50000,45000,50000,TRUE
2,1,87,2,48000,40800,48000,FALSE
1,2,84,2,200000,150000,200000,FALSE
1,2,65,30,50000,25000,72130,TRUE
0,2,300,4,185000,148000,185000,FALSE
0,1,264,3,335000,268000,335000,FALSE
1,2,60,4,40000,32000,40000,FALSE
1,2,84,1,25000,12500,63269,FALSE
1,2,84,1,16000,8000,17893,FALSE
2,2,57,2,25000,21250,25000,TRUE
0,1,84,66,102000,91800,102000,FALSE
1,1,240,4,1375000,1375000,1375000,FALSE
0,1,42,2,132000,118800,132000,FALSE
1,1,71,5,42000,21000,42000,TRUE
0,1,228,16,632000,474000,632000,TRUE
1,1,84,2,50000,25000,108693,FALSE
1,2,82,55,344000,258000,344000,TRUE
1,1,5,2,35000,17500,99412,TRUE
0,1,4,83,25000,22500,15687,FALSE
1,2,240,2,385000,288750,385000,FALSE
1,1,84,1,10000,5000,10000,FALSE
2,2,207,4,200000,100000,200000,FALSE
2,1,51,2,50000,25000,111363,TRUE
0,1,84,22,100000,90000,100000,FALSE
0,1,120,28,255000,255000,255000,FALSE
2,2,84,1,35000,31500,35000,FALSE
2,1,180,33,750000,562500,573725,FALSE
1,1,8,16,150000,127500,150000,FALSE
1,1,84,4,5000,2500,6000,FALSE
1,2,128,14,485000,363750,402000,FALSE
0,2,84,2,80000,72000,80000,FALSE
0,1,276,1,208000,174720,208000,FALSE
0,1,120,11,50000,45000,50000,FALSE
1,1,84,2,25000,12500,25000,FALSE
1,1,240,10,344000,344000,344000,FALSE
2,1,71,1,75000,37500,75000,TRUE
0,1,60,3,60000,48000,60000,FALSE
2,1,240,5,785400,589050,754371,FALSE
0,1,312,4,130500,97875,130500,FALSE
0,1,84,12,25000,20000,25000,FALSE
1,2,84,6,45000,22500,95727,FALSE
1,1,90,8,100000,50000,100000,FALSE
1,1,36,4,150000,75000,275300,FALSE
1,1,84,2,25000,12500,25000,FALSE
1,1,63,6,40000,20000,61798,TRUE
1,1,84,10,175000,87500,497500,FALSE
0,1,84,2,50000,45000,50000,FALSE
1,1,120,17,1200000,900000,1200000,FALSE
2,1,240,6,512000,512000,439000,FALSE
1,1,8,4,25000,12500,48370,TRUE
1,1,36,1,90000,45000,288000,FALSE
1,2,84,1,137500,116875,137500,FALSE
0,1,240,42,168000,168000,168000,FALSE
1,1,300,4,660000,495000,660000,FALSE
0,1,60,2,50000,25000,50000,FALSE
1,1,84,12,25000,12500,35075,FALSE
2,1,240,1,313000,313000,313000,FALSE
1,1,60,14,100000,50000,220037,FALSE
2,1,60,18,150000,127500,150000,FALSE
1,1,240,35,269000,269000,269000,FALSE
1,1,240,1,98000,98000,98000,FALSE
1,1,33,8,50000,25000,50000,TRUE
0,2,24,1,15000,7500,15000,FALSE
1,1,15,4,25000,12500,65309,TRUE
0,1,240,16,109000,109000,109000,FALSE
0,1,84,1,6000,5100,6000,FALSE
1,1,1,6,10000,5000,19669,TRUE
0,1,84,12,89000,75650,89000,FALSE
2,1,240,6,86000,86000,86000,FALSE
0,1,180,2,275000,206250,275000,FALSE
1,1,60,3,20000,10000,25000,FALSE
2,1,123,1,165100,123825,164205,FALSE
1,2,84,1,10000,5000,10000,FALSE
1,1,89,16,30000,15000,30000,FALSE
2,1,60,0,25000,12500,25000,FALSE
1,1,36,6,30000,15000,46851,FALSE
1,1,84,24,252800,126400,252800,FALSE
2,2,51,2,10000,5000,5100,TRUE
1,2,81,9,150000,127500,150000,FALSE
1,1,58,2,25000,12500,25000,TRUE
0,1,120,6,30000,24000,30000,FALSE
0,1,48,8,100000,80000,100000,FALSE
1,1,300,2,260000,195000,260000,FALSE
1,1,33,3,40000,20000,51609,TRUE
2,1,240,1,366000,366000,325000,FALSE
2,1,25,4,50000,25000,52544,TRUE
1,1,75,1,459000,344250,459000,TRUE
1,2,84,2,33250,16625,63949,FALSE
0,1,180,3,276000,234600,276000,FALSE
1,1,20,2,60000,30000,90446,TRUE
1,1,24,1,20000,10000,20000,FALSE
0,1,120,3,77000,61600,47960,FALSE
1,1,84,4,50000,25000,50000,FALSE
0,1,55,2,200000,150000,200000,TRUE
1,2,120,1,50000,42500,50000,FALSE
2,2,44,1,34400,17200,34400,TRUE
1,1,81,3,25000,12500,24767,FALSE
1,1,48,1,25000,12500,44750,FALSE
1,1,60,11,100000,85000,100000,FALSE
1,1,120,1,55000,46750,55000,FALSE
1,2,72,3,20000,10000,20000,TRUE
0,1,84,35,630000,495810,630000,FALSE
1,2,64,3,10000,5000,10000,TRUE
0,2,84,1,30000,24000,30000,FALSE
0,2,60,4,20000,18000,20000,FALSE
1,1,84,1,50000,25000,175969,FALSE
1,1,12,5,150000,75000,230000,FALSE
0,1,6,6,60000,48000,60000,FALSE
0,2,90,3,120000,102000,120000,FALSE
1,1,72,4,15000,7500,15000,FALSE
1,1,24,1,10000,5000,10140,TRUE
0,2,120,14,111000,111000,111000,FALSE
1,1,84,1,50000,25000,67790,FALSE
1,1,26,2,50000,25000,149572,TRUE
2,1,84,2,25000,12500,111869,FALSE
1,1,84,30,125000,62500,125000,FALSE
0,1,84,2,110000,99000,110000,FALSE
2,2,120,1,15000,7500,15000,FALSE
1,1,12,3,50000,25000,50000,FALSE
2,2,63,2,90000,76500,90000,FALSE
1,1,84,1,15000,7500,15000,FALSE
1,1,84,6,50000,25000,50000,FALSE
0,2,119,2,80000,64000,80000,FALSE
1,2,120,3,110000,93500,107152,FALSE
0,1,82,6,94500,75600,94500,FALSE
0,1,60,27,150000,112500,150000,FALSE
0,1,84,2,29000,23200,29000,FALSE
1,1,300,5,365000,273750,365000,FALSE
0,2,60,2,45000,40500,45000,FALSE
1,1,120,3,239500,179625,239500,FALSE
0,1,282,4,919000,689250,889000,FALSE
0,1,12,12,70000,52500,70000,FALSE
0,1,306,14,345000,293250,345000,FALSE
0,1,60,45,164000,123000,164000,FALSE
1,1,32,3,10000,5000,12847,TRUE
0,2,66,15,60000,45000,60000,FALSE
1,1,300,6,1125000,843750,1125000,FALSE
0,2,60,2,11000,9900,11000,FALSE
1,1,84,4,35000,17500,35000,FALSE
2,1,19,1,30000,15000,64500,TRUE
0,1,122,9,152100,114075,152100,FALSE
1,2,46,6,15000,12750,15000,TRUE
0,2,84,3,54700,43760,54700,FALSE
0,2,84,4,40000,36000,40000,FALSE
1,1,36,17,260000,130000,816000,FALSE
1,2,27,29,69600,59160,69600,TRUE
1,2,59,5,25000,12500,25000,TRUE
1,2,120,25,417500,375750,417500,FALSE
1,1,73,65,90000,45000,90000,FALSE
1,1,84,3,15000,12750,15000,FALSE
0,1,120,40,183300,146640,170000,FALSE
1,2,87,3,180000,135000,180000,FALSE
1,2,84,1,150000,127500,150000,FALSE
0,1,32,2,150000,127500,150000,FALSE
2,1,11,10,35000,17500,35000,TRUE
1,1,84,2,55000,46750,54999,FALSE
1,1,84,12,97200,82620,97200,FALSE
0,1,240,3,256000,192000,246000,FALSE
1,1,120,7,231500,173625,231500,FALSE
0,2,239,15,365000,219000,365000,FALSE
1,1,75,15,25000,12500,24985,TRUE
1,2,26,5,20000,10000,20000,TRUE
1,1,52,1,5000,2500,11838,TRUE
0,1,60,9,40000,34000,40000,FALSE
1,1,84,20,50000,25000,127442,FALSE
1,1,84,2,500000,375000,500000,FALSE
1,1,67,2,10000,5000,10362,TRUE
0,1,78,6,35000,17500,37500,FALSE
0,1,59,15,50000,35000,50000,FALSE
1,1,240,2,71000,56800,71000,FALSE
0,1,32,6,5000,4250,5000,TRUE
2,2,123,1,38500,32725,38500,FALSE
1,1,67,4,20000,10000,20000,TRUE
0,1,84,6,75650,68085,75650,FALSE
1,1,288,3,182000,136500,182000,FALSE
0,1,240,26,208000,208000,208000,FALSE
2,1,60,1,6500,3250,6500,FALSE
1,2,92,3,70000,59500,70000,FALSE
1,1,59,1,25000,12500,25000,TRUE
1,1,60,5,80000,68000,80000,FALSE
0,2,14,2,40000,36000,40000,TRUE
1,1,120,30,450000,337500,450000,FALSE
2,2,60,1,20000,17000,20000,FALSE
1,1,84,36,250000,125000,250000,FALSE
0,1,7,18,76500,68850,76500,TRUE
1,2,24,1,50000,25000,50000,FALSE
1,2,84,1,10000,5000,10000,FALSE
1,1,18,14,220000,165000,220000,TRUE
1,1,84,1,12000,6000,24200,FALSE
0,1,84,2,29300,23440,29300,FALSE
0,1,84,28,294000,235200,294000,FALSE
0,1,241,4,172000,129000,172000,TRUE
0,2,240,50,103000,103000,103000,FALSE
0,1,60,50,230000,161000,230000,FALSE
0,1,84,60,137000,116450,137000,FALSE
1,1,12,56,1600000,1440000,1600000,FALSE
1,1,240,6,799000,799000,776000,FALSE
1,2,84,1,110000,93500,102710,FALSE
0,1,240,9,82500,74250,82500,FALSE
0,2,240,5,390000,331500,390000,FALSE
1,1,60,5,182500,91250,182500,FALSE
1,2,36,7,110000,93500,110000,FALSE
2,1,55,8,5000,4250,5000,TRUE
1,1,48,25,100000,50000,160061,FALSE
0,2,48,3,60000,54000,60000,FALSE
2,1,84,25,90000,76500,90000,FALSE
1,1,48,15,65000,32500,60000,FALSE
1,2,84,4,133000,113050,133000,FALSE
0,2,300,10,417000,291900,417000,FALSE
0,1,64,3,100000,90000,100000,TRUE
0,2,66,1,30000,27000,30000,FALSE
1,1,39,1,25000,12500,33990,TRUE
1,1,120,2,75000,63750,75000,FALSE
2,1,120,12,167000,167000,167000,FALSE
1,1,36,2,15000,7500,16178,FALSE
1,1,276,7,1060000,795000,1050000,FALSE
1,1,120,15,90000,76500,90000,FALSE
1,1,52,1,25000,12500,25000,TRUE
0,1,57,7,60000,34800,60000,TRUE
1,2,38,1,87100,74035,87100,TRUE
0,1,36,11,72846,65561,72846,FALSE
0,1,276,12,646000,484500,646000,TRUE
2,1,120,19,184000,184000,184000,FALSE
2,1,84,2,15000,7500,15000,FALSE
0,1,303,4,120600,108540,120600,FALSE
0,1,300,20,272000,190400,272000,FALSE
1,1,4,23,80000,68000,80000,FALSE
0,1,180,3,100000,80000,100000,FALSE
1,1,37,1,5000,4250,5000,TRUE
1,1,120,1,130000,110500,130000,FALSE
1,1,240,15,1000000,1000000,1000000,FALSE
0,1,240,12,375000,375000,375000,FALSE
1,1,48,2,10000,5000,10000,TRUE
1,1,84,2,75000,37500,89954,FALSE
0,1,84,2,25000,20000,25000,FALSE
1,1,84,3,100000,50000,230519,FALSE
1,1,36,3,13000,6500,13000,FALSE
1,1,84,2,5000,2500,25316,FALSE
0,1,84,2,40000,32000,40000,FALSE
0,1,84,2,110000,93500,110000,FALSE
1,2,240,6,766000,766000,766000,FALSE
0,1,48,15,80000,64000,80000,FALSE
1,1,179,1,213000,159750,213000,TRUE
0,1,151,21,60000,51000,60000,FALSE
1,1,12,3,500000,375000,500000,FALSE
1,2,71,4,55000,46750,55000,TRUE
1,1,50,3,50000,25000,50000,TRUE
0,2,120,1,125000,93750,125000,FALSE
1,2,12,2,80000,40000,107640,FALSE
1,1,69,5,100000,50000,138000,TRUE
0,1,240,11,153000,153000,153000,FALSE
0,1,60,110,850000,722500,850000,FALSE
0,1,308,7,500000,375000,500000,FALSE
1,1,60,2,40000,20000,45997,FALSE
0,1,66,70,600000,493356,591513,FALSE
1,1,54,2,35000,17500,86500,TRUE
1,1,48,1,10000,5000,10000,FALSE
0,2,230,20,345000,258750,345000,FALSE
2,1,60,4,30000,25500,30000,FALSE
1,1,12,45,450000,337500,450000,FALSE
0,1,60,4,100000,80000,100000,FALSE
0,2,60,1,16000,14400,16000,FALSE
0,1,84,45,350000,262500,350000,FALSE
0,1,120,5,172000,141040,172000,FALSE
0,1,252,6,155200,124160,155200,FALSE
0,1,300,8,840240,714204,840240,FALSE
1,1,54,1,15000,7500,15000,TRUE
1,1,84,1,145000,123250,145000,FALSE
0,1,60,4,110000,93500,110000,FALSE
2,1,60,8,15000,7500,20000,FALSE
1,2,84,1,10000,8500,10000,FALSE
0,1,240,5,225000,225000,225000,FALSE
1,1,84,14,20000,17000,20000,FALSE
