"age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","count_families","has_secondary_use","Damage"
25,4,5,"t","r","n",1,0,0
0,5,3,"t","h","n",1,0,0
30,5,6,"t","r","q",1,0,1
25,8,5,"t","r","n",1,0,1
50,8,7,"n","r","n",1,0,1
10,6,5,"t","r","n",2,1,1
0,8,7,"t","r","n",1,1,1
50,7,5,"t","r","n",1,0,1
0,3,5,"o","r","n",1,0,0
200,3,6,"t","r","n",1,0,1
10,11,8,"t","r","n",1,0,1
40,12,3,"t","r","q",1,0,1
0,7,5,"n","r","n",1,0,1
15,7,6,"t","r","q",1,0,1
10,8,5,"n","r","n",1,0,1
0,9,7,"t","r","n",1,0,1
5,14,5,"t","r","n",1,0,1
30,19,5,"t","r","n",0,0,1
0,9,8,"t","r","n",1,0,1
0,4,5,"t","r","n",1,0,1
20,7,2,"t","r","q",1,0,1
0,16,7,"t","r","n",1,0,1
20,7,5,"t","r","n",1,0,1
0,4,2,"t","w","n",1,0,1
15,5,4,"t","r","n",1,1,1
10,7,2,"t","w","n",1,0,0
0,8,6,"t","i","x",1,0,1
10,3,3,"t","r","n",1,0,0
15,11,7,"t","r","n",1,0,1
0,2,2,"t","w","q",1,0,0
10,6,8,"t","r","n",1,0,1
10,7,4,"t","r","n",1,0,0
15,6,5,"t","r","n",1,0,1
20,6,11,"t","u","n",1,0,1
15,7,4,"n","r","n",1,0,1
30,10,8,"t","r","n",1,0,1
30,10,5,"t","r","q",1,0,1
50,12,5,"t","r","n",1,0,1
0,17,10,"t","i","x",1,1,0
15,5,5,"t","r","n",1,0,1
35,16,7,"t","r","n",2,0,1
35,6,5,"t","r","n",1,0,1
25,9,7,"t","r","n",1,0,1
80,7,10,"t","r","n",2,0,1
45,6,3,"t","r","n",1,0,1
50,9,6,"t","r","n",1,0,1
10,8,7,"t","r","n",2,0,1
0,8,2,"t","r","n",1,0,1
15,6,6,"t","r","n",1,0,1
15,7,5,"t","r","n",1,0,1
15,5,4,"n","r","q",1,0,1
0,10,5,"t","r","n",1,0,1
20,13,5,"t","r","n",1,0,1
10,6,5,"t","r","n",1,1,1
25,6,6,"n","r","q",1,0,1
35,6,7,"t","r","q",1,0,1
20,6,3,"t","r","q",1,0,1
10,5,4,"o","r","n",1,0,1
0,6,7,"t","r","n",1,0,1
10,9,5,"t","r","n",1,1,1
15,7,5,"t","r","n",1,0,1
0,25,9,"t","i","x",1,1,1
50,8,5,"t","r","n",1,0,1
0,3,7,"t","r","n",1,0,1
15,4,5,"n","r","q",2,1,1
30,5,5,"t","r","q",1,0,1
0,10,5,"n","w","n",1,0,1
10,8,8,"t","r","n",1,0,1
25,8,6,"t","r","n",1,0,1
20,19,5,"t","u","n",1,0,1
20,15,7,"t","u","x",1,0,1
30,6,6,"t","r","n",1,0,1
30,11,7,"t","r","n",1,0,1
15,5,7,"t","r","n",1,0,1
15,10,7,"t","r","q",1,0,1
5,7,2,"t","u","n",0,0,0
5,13,7,"n","r","q",1,0,1
15,5,6,"n","r","q",1,0,1
200,10,10,"t","r","q",1,0,1
0,3,3,"t","w","q",1,0,1
5,7,3,"n","r","n",1,0,1
30,5,7,"t","r","q",1,0,1
5,7,5,"t","r","n",1,0,1
5,6,5,"t","r","q",1,0,1
5,17,3,"t","r","n",1,0,0
5,16,5,"t","r","n",1,0,1
20,6,6,"t","r","n",1,0,1
10,11,5,"t","r","q",1,0,1
20,7,6,"t","r","n",1,0,1
5,8,6,"n","r","n",1,0,1
10,7,4,"t","r","q",1,0,1
15,7,5,"t","r","n",1,0,1
10,7,6,"n","r","q",1,0,1
0,8,3,"n","r","n",1,0,1
15,7,6,"t","r","q",1,0,1
90,9,6,"t","r","q",1,0,1
90,5,8,"t","r","n",1,0,1
20,6,4,"t","r","n",1,0,1
20,4,3,"t","r","n",1,0,1
15,16,8,"o","i","x",2,1,0
90,9,5,"t","r","q",1,0,1
0,12,5,"t","i","n",1,1,1
15,4,5,"t","r","n",1,0,1
5,4,2,"t","r","n",1,0,1
20,11,5,"t","r","n",1,1,1
5,11,9,"t","i","x",2,1,1
15,10,7,"t","r","q",1,0,1
15,5,3,"t","r","n",1,0,1
5,10,7,"t","i","q",1,1,1
5,5,6,"t","r","n",1,0,1
30,22,5,"o","r","n",1,1,1
0,7,6,"t","w","n",1,0,0
0,8,3,"t","r","x",1,0,1
15,5,5,"t","r","n",1,0,1
5,38,6,"n","r","x",4,1,1
40,8,6,"n","r","q",1,0,1
15,6,4,"t","r","n",1,0,1
15,5,4,"t","r","q",1,0,1
35,5,3,"t","r","n",1,0,1
5,4,5,"t","r","n",1,0,1
5,6,5,"n","r","n",1,0,1
0,5,3,"t","u","x",1,0,0
0,9,9,"o","i","x",0,1,0
110,5,10,"t","r","n",1,0,1
20,9,6,"t","r","n",1,0,1
30,7,5,"t","r","q",1,0,1
25,14,6,"t","r","n",2,0,1
0,6,7,"t","r","q",1,0,1
10,12,3,"t","u","n",1,0,0
35,9,5,"t","r","n",1,0,1
20,5,3,"t","r","n",1,0,1
5,9,5,"t","u","x",1,0,1
35,3,4,"t","r","n",1,0,1
5,3,3,"t","r","q",0,1,1
20,11,2,"t","w","q",1,0,0
5,4,4,"t","w","q",1,0,1
35,5,6,"t","r","q",1,0,1
15,5,5,"t","r","n",2,0,1
80,7,5,"t","r","n",1,0,1
0,3,6,"t","r","q",1,0,1
25,19,5,"n","r","n",1,0,1
5,6,5,"t","w","n",1,0,0
50,23,6,"n","r","n",1,0,1
30,10,5,"t","r","n",1,1,1
0,8,5,"t","w","n",1,1,1
10,7,6,"t","r","n",1,0,1
0,14,5,"t","r","q",1,0,1
20,3,3,"t","r","n",1,0,1
10,6,5,"t","r","q",1,1,1
5,8,3,"t","i","x",1,0,1
30,8,7,"t","r","n",1,0,1
50,8,10,"t","r","n",1,0,1
0,6,5,"o","u","n",1,0,1
10,10,4,"t","r","n",1,0,1
15,7,3,"t","r","n",1,0,1
5,5,2,"t","u","q",1,0,1
15,5,6,"o","r","n",1,0,1
10,4,3,"t","r","n",1,0,1
30,18,9,"t","i","x",1,1,1
5,12,7,"t","r","n",1,0,1
5,9,4,"t","r","n",1,0,1
10,12,8,"t","r","q",1,0,1
25,13,5,"t","r","n",1,0,0
0,13,8,"t","r","q",1,0,1
20,4,5,"t","r","q",1,0,1
80,6,7,"t","r","q",1,0,1
15,7,7,"t","r","n",1,0,1
5,17,13,"t","i","x",0,0,1
10,5,5,"t","r","q",1,0,1
0,7,5,"t","r","n",1,0,1
25,16,6,"t","r","q",1,0,1
25,5,7,"t","r","n",1,0,1
10,6,5,"t","r","n",1,0,1
15,6,5,"t","r","q",1,0,1
15,3,5,"t","u","n",1,0,1
15,7,5,"t","r","n",1,0,1
5,12,7,"t","r","q",1,0,1
0,7,5,"t","r","n",1,0,1
20,2,4,"n","r","n",0,0,1
10,9,5,"t","r","n",0,0,1
0,11,4,"t","r","n",1,0,1
10,6,5,"t","r","q",1,0,1
0,11,3,"t","r","n",1,0,1
25,6,6,"t","r","q",1,0,1
20,12,5,"n","r","n",1,0,1
20,4,5,"t","r","n",1,0,1
25,9,7,"t","r","n",2,0,1
20,7,4,"t","r","n",1,0,1
20,6,6,"t","r","n",1,0,1
20,9,8,"t","r","n",1,0,1
15,2,2,"n","r","n",1,0,1
10,5,5,"t","r","q",1,0,1
0,4,2,"t","w","n",1,0,0
5,7,5,"t","r","n",1,0,1
15,6,3,"t","r","q",1,0,1
10,7,3,"t","r","n",1,0,1
45,5,4,"t","r","q",1,0,1
30,14,7,"o","r","n",1,1,1
100,4,6,"t","r","q",1,0,1
10,6,5,"t","r","q",0,0,1
10,8,6,"n","r","n",1,1,1
65,8,6,"t","r","n",1,0,1
35,7,5,"t","r","n",1,0,1
35,23,5,"n","r","n",1,0,1
15,3,4,"n","r","n",1,0,1
80,7,9,"t","r","n",1,0,1
15,8,6,"o","r","n",1,0,1
35,5,7,"t","r","n",1,0,1
45,13,3,"t","u","n",1,0,1
30,7,3,"o","r","n",1,0,1
15,6,5,"t","r","n",1,0,1
0,13,3,"t","i","x",0,1,0
30,7,8,"t","r","q",1,0,1
15,11,5,"t","r","n",1,0,1
60,7,6,"t","r","q",1,0,1
15,3,5,"t","r","n",1,0,1
5,5,3,"t","u","n",1,1,1
20,18,12,"t","i","x",1,1,1
10,7,5,"t","w","q",1,0,1
10,5,5,"t","r","n",1,0,1
5,3,5,"t","r","q",1,1,1
15,9,6,"t","r","q",0,0,1
50,9,5,"t","r","n",1,0,1
85,11,14,"t","r","n",1,0,1
0,7,5,"t","r","n",2,0,1
5,5,4,"t","w","n",1,1,1
0,7,4,"n","i","x",1,0,0
30,4,4,"t","r","n",1,0,1
25,10,8,"o","w","n",1,0,1
40,9,5,"t","r","n",1,0,1
10,3,2,"t","u","n",1,0,1
25,5,6,"t","r","q",1,0,1
20,11,3,"t","r","n",1,1,1
60,6,5,"t","r","n",1,0,1
15,6,4,"n","r","q",1,0,1
30,9,6,"t","r","n",0,0,1
15,5,6,"t","r","n",1,1,1
10,16,6,"t","r","n",2,0,1
20,4,5,"t","r","q",1,0,1
30,11,7,"n","r","q",1,0,1
15,8,3,"t","u","n",0,0,0
20,7,4,"t","r","n",1,0,1
25,3,4,"t","r","q",1,0,1
0,5,3,"t","w","n",1,0,1
0,7,7,"t","r","n",1,0,1
20,6,7,"n","r","n",1,0,1
0,2,3,"t","r","n",0,0,1
20,15,7,"t","r","n",1,1,1
0,7,5,"t","r","n",0,0,1
5,3,3,"t","r","q",1,0,1
10,5,7,"t","r","n",1,0,1
5,5,5,"t","u","n",0,0,1
20,8,5,"n","r","n",1,0,1
15,11,9,"t","i","x",1,1,1
15,3,6,"t","r","n",1,0,1
10,5,6,"n","r","n",1,0,1
5,2,2,"o","u","n",1,0,1
20,5,4,"t","r","n",1,0,1
25,9,5,"t","r","n",1,0,0
5,52,8,"t","u","x",1,1,1
70,12,16,"t","r","n",1,0,1
15,5,5,"n","r","n",1,0,1
25,24,8,"n","r","q",1,0,1
5,9,8,"o","r","q",1,0,1
5,6,7,"t","w","n",1,1,0
30,9,5,"t","r","n",1,0,1
25,5,7,"t","r","n",1,0,1
0,7,5,"o","r","n",1,0,1
50,8,6,"t","r","n",0,0,0
5,6,4,"n","r","n",1,0,1
15,10,6,"t","r","n",1,0,1
10,7,7,"t","r","q",1,0,1
20,6,7,"t","r","q",1,0,1
20,10,3,"t","w","n",1,0,1
30,7,6,"t","r","q",1,0,1
10,8,6,"t","r","n",1,0,1
30,6,2,"o","r","n",1,0,1
30,35,7,"t","u","n",2,0,0
60,12,7,"n","r","q",2,0,1
15,9,3,"t","w","q",2,0,1
10,10,5,"t","w","q",1,0,1
20,11,7,"n","r","n",1,0,1
15,5,5,"t","w","n",1,0,0
25,7,7,"t","r","q",1,1,1
30,8,2,"t","r","q",1,0,1
5,5,5,"t","r","n",1,0,0
15,5,6,"t","r","n",1,0,1
20,17,6,"n","r","q",1,0,1
25,13,7,"t","r","n",2,1,1
10,8,5,"t","w","q",1,0,1
10,6,3,"t","r","n",1,0,1
0,2,2,"o","w","n",1,0,0
40,7,5,"t","w","n",1,0,1
20,13,5,"t","r","n",1,0,0
25,9,7,"t","r","n",1,0,1
15,8,7,"t","r","n",1,0,1
15,17,10,"t","i","x",2,1,0
10,10,4,"n","r","n",1,0,1
65,7,5,"t","r","q",1,0,1
0,7,7,"t","r","n",1,0,1
30,7,5,"t","r","n",1,0,1
20,6,5,"t","r","n",0,0,1
35,6,5,"t","r","n",1,0,1
25,6,6,"t","r","n",1,0,1
0,5,6,"n","r","q",1,0,1
15,6,6,"t","r","n",0,1,1
5,5,5,"t","r","n",1,0,1
10,7,6,"t","r","q",1,0,1
30,6,6,"t","r","n",1,0,1
15,3,3,"t","r","q",0,0,1
50,11,7,"t","r","q",3,0,1
25,6,3,"t","r","n",1,0,1
0,3,3,"t","r","n",1,0,1
5,3,6,"t","u","n",1,0,1
5,3,3,"n","r","n",1,1,1
10,6,3,"t","r","n",1,0,1
15,4,6,"t","r","n",1,0,1
30,7,5,"t","r","q",1,1,1
5,8,6,"t","r","n",1,0,1
50,9,8,"t","r","q",1,0,1
20,8,7,"t","r","n",1,0,1
10,4,6,"o","r","n",1,0,0
15,6,5,"t","r","n",1,1,0
5,19,3,"t","r","n",1,1,1
15,11,7,"t","r","n",0,0,1
5,8,7,"t","r","n",1,0,1
10,11,3,"t","i","x",1,0,1
35,8,5,"t","r","n",1,0,1
35,13,7,"t","r","n",1,0,1
10,7,5,"t","r","n",1,0,1
25,13,5,"t","r","n",1,0,1
25,5,3,"t","r","n",1,0,1
0,13,8,"t","r","n",1,0,1
10,9,3,"t","r","n",1,0,1
55,6,6,"t","r","q",1,0,1
15,4,5,"t","r","q",1,0,1
25,12,6,"n","w","q",1,0,1
55,7,7,"t","r","q",1,1,1
25,5,5,"t","w","n",1,1,1
20,13,6,"o","r","x",0,0,1
30,10,9,"t","r","q",0,0,1
15,7,4,"t","r","q",1,1,1
35,11,7,"t","r","n",0,0,1
15,2,13,"t","i","x",1,0,1
80,8,6,"t","r","n",1,0,1
25,10,5,"t","r","n",1,1,1
10,7,3,"t","r","n",1,0,1
25,6,4,"t","r","n",1,0,0
15,7,5,"t","r","q",1,0,1
5,6,5,"t","u","n",1,0,1
15,8,5,"t","r","n",1,0,1
15,7,3,"t","r","n",1,0,1
15,9,6,"t","r","q",1,0,1
10,9,4,"n","r","q",1,0,1
40,15,6,"t","r","q",1,0,1
20,15,3,"t","r","q",1,0,1
15,5,7,"t","r","n",1,0,1
30,2,4,"t","r","n",1,0,1
30,6,6,"t","r","n",1,0,1
10,14,6,"o","r","q",1,0,1
50,6,6,"t","r","n",1,0,1
20,9,5,"t","r","q",1,0,1
35,4,7,"o","r","n",1,0,1
25,9,5,"t","r","q",1,0,1
20,6,6,"t","r","q",1,0,1
0,11,4,"t","u","q",1,0,1
10,10,9,"t","i","x",1,0,0
5,6,5,"t","r","q",0,1,1
100,23,7,"t","r","n",1,0,1
20,7,5,"t","u","q",2,0,1
40,14,6,"n","r","q",1,0,1
5,7,3,"t","r","n",1,0,1
10,9,3,"n","r","q",1,0,1
40,6,5,"n","r","n",0,0,1
40,6,5,"t","r","n",1,0,1
10,4,5,"t","r","q",1,1,1
35,9,9,"n","r","q",1,0,1
25,7,3,"t","u","n",1,0,1
100,7,7,"t","r","n",1,0,1
25,13,6,"t","r","q",1,0,1
15,6,2,"t","r","n",0,1,1
30,5,5,"n","r","n",1,0,1
15,6,3,"t","r","n",1,0,1
0,8,3,"t","u","q",1,0,1
30,11,6,"o","r","n",1,0,1
10,5,5,"t","r","n",0,0,1
15,5,6,"t","r","q",1,0,1
25,4,4,"t","r","n",1,0,1
5,4,5,"t","r","n",1,0,1
5,2,2,"t","r","n",1,1,0
30,5,7,"o","r","n",1,0,1
30,6,4,"t","r","n",1,0,1
5,6,6,"o","w","q",1,0,1
30,4,5,"t","r","n",1,0,1
35,3,5,"t","r","n",1,0,1
30,9,4,"n","r","n",1,1,1
15,10,6,"t","u","q",1,0,1
25,6,5,"t","r","q",1,0,0
5,6,5,"t","w","q",1,0,1
15,6,6,"n","r","n",1,0,1
20,4,4,"t","r","n",1,0,1
20,4,4,"t","r","n",1,0,1
15,8,5,"t","r","n",1,1,1
25,5,5,"t","r","n",1,0,1
25,2,5,"t","r","n",1,0,1
30,3,4,"o","r","q",1,1,1
25,6,4,"t","r","n",0,1,1
15,6,5,"t","r","n",1,0,1
40,7,4,"t","r","q",2,0,1
60,7,7,"t","r","q",1,0,1
10,10,6,"n","h","n",1,0,1
45,4,6,"t","r","n",1,0,1
25,5,7,"t","r","n",1,1,1
10,9,5,"t","u","n",1,0,1
5,6,4,"t","r","n",1,0,1
20,6,7,"t","r","n",0,0,1
20,5,7,"t","r","n",1,0,1
0,24,6,"t","i","x",1,0,0
15,11,5,"t","w","q",1,0,0
0,8,4,"t","r","n",1,0,1
25,9,7,"n","r","n",0,0,1
10,11,4,"t","r","q",1,1,1
25,3,3,"t","r","n",0,0,1
75,7,4,"t","r","n",1,0,1
80,9,8,"t","r","n",2,0,1
0,6,6,"t","r","n",1,0,1
20,11,4,"t","r","n",1,0,1
5,7,4,"t","r","n",1,0,1
5,4,3,"t","u","n",1,1,1
15,6,7,"t","r","q",1,0,1
25,4,5,"t","r","n",1,0,1
40,7,7,"t","r","n",1,0,1
10,6,6,"t","r","n",1,0,0
5,12,4,"t","r","n",1,0,1
35,4,2,"t","r","n",1,0,1
35,3,5,"n","r","n",1,0,1
20,19,9,"t","i","x",0,0,0
0,12,5,"t","r","n",1,0,1
25,12,5,"t","r","n",1,0,1
25,9,5,"t","u","x",1,0,1
30,9,5,"t","r","n",1,0,1
25,7,5,"t","w","q",1,0,1
25,5,7,"t","r","n",1,0,1
15,6,5,"t","r","n",1,0,1
0,3,3,"t","h","n",1,0,1
50,12,7,"n","r","n",1,0,1
15,8,4,"t","r","n",1,0,1
5,13,6,"t","u","n",1,0,1
15,11,5,"t","r","n",1,0,1
50,5,4,"t","r","n",1,0,1
30,8,4,"t","w","q",0,1,1
5,6,5,"t","r","n",1,0,1
15,3,8,"t","r","n",1,0,1
15,6,6,"t","r","n",1,0,1
20,6,7,"t","r","n",1,0,0
70,7,5,"t","r","n",1,0,1
35,16,5,"t","r","n",1,0,1
15,6,6,"t","w","n",1,0,1
10,9,4,"t","r","q",1,0,1
20,14,5,"n","r","n",1,0,1
10,6,5,"n","r","n",1,0,1
10,7,5,"n","r","n",1,0,1
45,5,4,"t","r","n",1,0,1
200,6,4,"t","r","n",0,0,1
45,6,7,"t","r","n",2,0,1
45,8,5,"t","r","q",1,0,1
10,3,4,"t","w","n",1,0,1
15,8,7,"t","r","n",1,0,1
15,5,9,"t","r","n",1,0,1
5,10,8,"n","r","n",1,0,1
5,11,3,"t","r","n",1,0,1
100,17,7,"t","r","n",4,0,1
5,12,6,"t","w","q",1,0,1
50,4,8,"t","r","n",1,0,1
80,6,8,"t","r","n",1,0,1
30,20,8,"t","r","n",1,1,1
0,7,5,"t","w","q",1,0,0
55,6,5,"t","r","n",1,0,1
15,6,5,"t","r","q",1,0,1
20,10,6,"n","r","n",1,1,1
10,3,7,"t","r","n",1,0,1
5,15,3,"t","i","x",1,0,0
25,7,5,"t","r","q",1,0,1
30,5,5,"t","r","n",1,0,1
30,4,5,"t","w","q",1,0,1
5,9,3,"t","u","n",1,0,0
20,9,7,"t","r","n",1,0,1
20,13,7,"n","r","n",1,0,1
10,6,5,"t","r","n",1,0,1
5,12,10,"t","i","x",1,0,0
90,14,9,"t","r","n",1,0,1
5,4,4,"t","r","n",1,0,1
0,24,7,"t","i","x",0,0,0
15,8,4,"t","r","n",1,0,1
50,6,5,"t","r","n",1,0,1
50,10,5,"t","r","n",2,0,1
5,5,4,"t","r","n",0,0,1
10,7,4,"t","r","n",2,0,1
0,8,6,"t","r","n",1,0,1
10,8,6,"t","r","n",1,0,1
10,5,6,"t","r","n",1,0,1
10,5,4,"t","r","n",1,0,1
15,4,4,"n","r","n",1,0,1
15,9,3,"t","r","n",1,0,1
5,6,3,"t","w","q",1,0,0
15,12,7,"n","r","n",1,0,1
0,21,5,"t","i","x",1,0,0
0,10,4,"t","w","n",1,1,1
0,13,3,"t","i","x",1,0,1
15,4,6,"t","r","n",1,1,1
20,13,2,"t","r","n",1,0,1
40,10,5,"t","r","n",1,1,1
30,14,6,"t","r","n",3,1,1
25,5,4,"t","r","n",1,0,1
15,6,6,"o","r","n",1,0,1
5,4,5,"n","r","q",1,0,1
10,5,5,"t","r","n",1,0,1
20,6,5,"t","r","q",1,0,1
15,12,3,"t","i","x",1,1,0
15,8,5,"t","r","n",0,1,1
60,9,6,"t","r","q",1,0,1
25,10,8,"t","r","n",1,0,1
25,6,5,"t","r","n",1,0,1
5,11,5,"t","r","q",0,0,1
10,5,7,"t","r","n",1,0,1
5,7,7,"t","r","q",1,0,1
10,3,5,"t","r","q",0,0,1
0,4,5,"t","r","n",1,0,1
0,11,3,"t","u","x",1,0,0
15,17,10,"t","i","x",1,0,1
80,9,10,"t","r","n",1,1,1
10,18,4,"t","i","x",0,0,1
10,8,6,"t","r","n",1,0,1
10,6,5,"t","r","n",0,0,1
15,8,8,"t","r","n",1,0,1
40,8,5,"t","r","n",1,0,1
0,11,3,"t","u","x",1,0,0
10,8,8,"t","r","q",1,0,1
15,9,5,"t","r","q",1,1,1
15,9,5,"t","r","n",1,0,1
40,7,2,"t","r","q",1,0,1
15,8,5,"t","r","n",1,0,1
5,13,7,"t","r","n",1,1,1
0,15,7,"t","i","x",1,0,0
15,7,5,"t","h","n",1,0,1
15,8,5,"t","r","n",0,0,1
15,6,4,"t","r","n",1,0,1
0,14,8,"t","i","x",0,0,0
10,7,6,"n","r","n",1,0,1
5,12,5,"t","r","n",1,0,1
15,6,5,"n","w","q",1,0,1
20,7,4,"t","r","n",1,0,1
45,12,4,"t","r","n",1,0,0
5,6,5,"n","r","n",0,0,1
5,14,6,"t","r","n",1,0,0
10,5,4,"t","r","n",1,0,1
45,8,6,"t","r","n",2,0,1
10,12,10,"t","i","x",2,1,0
40,7,5,"t","r","q",2,0,1
15,7,7,"n","r","q",0,0,1
25,9,4,"t","r","q",1,0,1
5,11,7,"t","r","n",1,0,1
5,18,3,"t","i","x",0,0,0
5,7,3,"t","w","n",1,0,1
15,5,4,"t","r","n",1,0,1
20,5,6,"t","r","n",0,0,1
5,7,9,"t","r","n",1,0,1
0,12,3,"t","i","x",1,0,0
15,5,6,"t","r","n",1,0,1
20,8,7,"t","w","q",1,0,1
20,4,6,"t","r","q",1,0,1
20,11,9,"o","r","n",1,0,1
15,10,6,"t","r","n",1,0,1
15,6,5,"t","r","n",1,0,0
5,4,4,"t","r","q",1,1,1
75,5,5,"t","r","n",1,0,1
10,8,6,"t","r","n",1,0,1
25,9,7,"t","r","n",1,0,1
30,11,7,"t","r","q",2,0,1
5,5,5,"t","r","q",0,0,1
50,5,6,"t","r","n",1,0,1
10,4,5,"t","r","n",1,0,1
40,4,6,"t","r","n",1,0,1
5,4,5,"t","r","n",1,0,1
10,17,5,"t","r","q",0,0,1
10,7,3,"n","r","n",1,0,1
15,8,6,"t","r","n",1,1,1
5,8,6,"t","r","n",1,0,1
5,17,4,"t","r","n",1,0,0
25,6,4,"t","r","q",1,0,1
5,5,6,"t","r","q",1,0,1
15,8,8,"t","r","n",1,0,1
20,7,5,"t","r","n",1,0,1
0,8,5,"t","r","n",1,0,1
50,19,5,"t","r","n",2,0,1
15,26,6,"t","u","x",1,0,1
0,7,6,"t","r","q",2,0,1
10,10,6,"t","r","n",1,0,1
5,6,5,"t","r","n",1,0,0
40,8,7,"t","r","n",1,0,1
0,14,12,"t","i","x",0,1,1
5,3,7,"t","r","q",1,0,1
25,6,5,"n","r","n",1,0,1
15,10,3,"t","u","x",1,0,1
10,8,5,"t","r","n",1,0,1
30,7,6,"t","r","n",1,0,1
30,6,5,"t","r","n",1,0,1
0,8,2,"n","r","n",1,1,1
90,7,8,"t","r","n",1,0,1
0,5,4,"t","r","n",1,0,1
25,7,7,"n","r","n",1,0,1
15,10,6,"t","w","q",1,0,1
15,6,5,"n","r","n",0,0,1
10,5,3,"t","r","x",1,0,0
10,5,4,"t","r","n",1,0,1
20,13,6,"t","r","n",2,0,1
10,10,7,"t","r","n",1,0,1
10,11,8,"t","r","q",1,1,1
0,19,3,"t","r","x",1,0,1
40,6,4,"t","r","n",1,1,1
5,6,3,"n","r","n",1,0,1
15,7,6,"t","r","n",1,0,1
0,15,5,"t","r","n",1,0,1
25,7,7,"t","w","q",1,0,1
10,6,6,"t","r","n",0,0,1
85,11,8,"t","r","n",1,0,1
0,16,10,"t","i","x",1,0,1
10,5,5,"t","r","n",1,1,1
10,10,5,"t","r","n",1,0,1
10,4,5,"t","r","q",1,0,1
10,7,12,"t","u","n",1,0,1
0,6,7,"t","r","n",1,0,1
15,4,5,"t","r","q",1,0,1
5,16,4,"t","w","q",1,1,1
15,9,7,"n","r","n",1,0,1
10,6,4,"t","r","n",1,0,0
10,20,7,"t","r","q",1,0,1
20,9,6,"t","r","n",1,1,0
30,11,5,"t","r","n",1,0,1
30,11,4,"n","r","n",1,0,1
15,13,8,"n","r","n",1,0,1
10,5,6,"t","r","n",1,0,1
30,9,4,"t","r","n",0,0,1
100,5,7,"t","r","n",1,0,1
40,5,7,"t","r","n",1,0,1
20,9,8,"t","r","n",1,0,1
10,5,4,"t","r","n",1,0,0
25,5,7,"t","r","n",1,0,1
20,6,6,"n","r","n",1,0,1
35,7,5,"t","r","q",0,0,0
35,8,7,"t","r","q",1,0,1
5,6,5,"t","r","q",1,1,1
20,12,6,"t","r","n",1,0,1
5,8,7,"t","r","q",1,0,1
40,13,3,"n","r","n",1,0,1
20,7,5,"t","r","n",1,0,1
10,6,5,"t","r","n",1,0,1
30,6,5,"n","r","n",1,0,1
5,5,4,"n","r","n",1,0,0
25,11,8,"t","r","n",1,0,1
30,6,5,"t","r","n",1,0,1
60,6,9,"t","r","n",1,0,1
5,4,4,"o","u","n",1,1,1
30,10,6,"t","r","q",2,0,1
30,5,5,"n","r","n",1,0,1
5,4,2,"t","r","n",1,0,1
20,11,5,"t","r","n",1,1,1
5,10,5,"t","r","n",1,0,1
25,7,5,"t","r","q",1,0,1
25,18,5,"t","r","q",1,0,0
15,10,6,"t","r","q",1,0,1
15,7,6,"t","r","n",1,0,1
5,5,3,"n","r","n",1,0,0
5,11,4,"t","i","x",1,0,1
5,9,3,"t","r","n",0,1,1
15,5,5,"t","r","n",1,0,1
20,6,4,"t","r","q",1,0,1
0,6,6,"t","r","n",0,0,1
25,6,3,"t","r","n",1,0,1
30,7,5,"t","r","n",1,0,1
30,15,7,"t","r","n",2,0,1
15,4,5,"t","r","n",1,0,1
10,5,4,"n","r","n",1,0,1
35,9,5,"t","r","n",0,0,1
45,4,4,"t","r","n",1,0,1
15,3,4,"t","r","q",1,0,1
60,6,6,"t","r","n",1,0,1
10,11,6,"t","r","q",1,0,1
0,6,5,"t","r","n",1,0,1
20,5,4,"t","r","n",1,0,1
25,9,6,"t","r","q",2,0,1
5,10,19,"t","i","x",0,1,0
15,11,4,"o","r","n",1,0,1
15,8,5,"t","r","q",1,1,1
35,3,4,"t","r","n",1,0,1
15,8,10,"n","r","n",1,0,1
30,10,8,"n","r","n",1,0,1
5,6,5,"t","w","q",1,0,1
80,7,5,"t","r","q",1,0,1
25,3,4,"t","r","n",0,0,1
60,4,5,"t","r","n",1,0,1
25,6,5,"n","r","n",1,1,1
25,10,7,"n","r","q",1,0,1
15,4,2,"t","r","n",1,0,1
10,11,13,"t","i","x",1,1,1
30,5,8,"t","r","q",1,0,1
5,6,3,"n","r","n",1,0,1
15,7,4,"t","r","q",1,0,1
0,10,5,"n","r","n",1,0,1
30,6,6,"t","r","n",1,0,1
15,9,5,"t","r","x",1,0,1
5,3,5,"t","r","n",1,0,1
10,16,5,"t","i","x",0,1,0
15,11,5,"o","r","n",1,0,0
40,6,4,"t","u","n",1,0,0
15,11,7,"t","r","n",1,0,1
10,8,6,"t","w","n",1,0,1
10,7,7,"t","r","n",1,0,1
0,18,7,"t","r","q",2,0,1
15,6,5,"t","r","q",1,0,0
10,8,12,"t","u","x",1,0,1
0,7,3,"t","r","n",1,1,1
15,11,5,"t","w","q",1,0,0
15,7,5,"t","r","n",1,1,1
20,6,7,"t","r","n",1,0,1
5,8,2,"t","r","n",1,0,1
0,10,3,"t","r","n",1,1,0
25,8,4,"t","r","n",0,0,1
5,7,3,"n","r","n",0,0,1
25,7,4,"n","r","n",0,0,1
35,3,5,"t","r","n",1,0,1
45,9,5,"n","r","n",1,0,1
25,9,7,"t","r","n",1,0,1
20,11,3,"t","r","x",1,0,0
